Booking_ID,Customer_ID,Employee_ID,Pricing_ID,Booking_Date,Delivery_Date,Origin_City,Destination_City,Vehicle_Type,Weight_LBS,Freight_Amount_USD,Payment_Mode,Shipment_Status,Customer_Name,Customer_City,Industry,Credit_Limit_USD,Customer_Status,Employee_Name,Employee_City,Joining_Date,Salary_USD,Manager_Name
BK004672,CUST3114,EMP1089,PR2026,2026-02-09,,Houston,New York,Truck,7843.81,1321.37,Prepaid,In Transit,Howard Llc,Phoenix,Healthcare,30408,Active,Patricia Velez,Chicago,2024-07-28,41957.0,Yvonne Valentine
BK004673,CUST3245,EMP1064,PR2005,2025-08-01,,San Francisco,Atlanta,Mini Truck,6718.14,4037.19,COD,Pending,Martinez-Moore,Los Angeles,Healthcare,52175,Active,Jason Miles,Phoenix,2024-07-21,67510.0,Tammy Dixon
BK004674,CUST3120,EMP1063,PR2014,2025-10-15,,Miami,Houston,Van,1155.17,16269.04,COD,Cancelled,"Gaines, Wagner And Patel",Chicago,Manufacturing,58737,Active,Derrick Hayes,Los Angeles,2025-06-14,77128.0,John Campbell
BK004675,CUST3146,EMP1045,PR2009,2026-02-02,2026-02-07,Miami,Los Angeles,Container,6010.87,17882.1,COD,Delivered,Reynolds-Craig,Chicago,Retail,20039,Inactive,Dean Wilkins,Houston,2024-11-10,49093.0,Ashley Henry
BK004676,CUST3110,EMP1092,PR2026,2026-03-01,,Atlanta,Los Angeles,,9029.62,14634.75,COD,Booked,Reyes And Sons,Boston,Healthcare,29295,Inactive,Melissa Vincent,San Francisco,2022-12-24,54832.0,Ryan Valdez
BK004677,CUST3282,EMP1041,PR2028,2025-07-05,,Boston,,Mini Truck,8243.05,10038.43,COD,Booked,"Klein, Mclaughlin And Chavez",Phoenix,E-commerce,35211,Active,Andrew Nichols,Chicago,2022-08-03,97243.0,Gregory Wong
BK004678,CUST3157,EMP1066,PR2039,2025-07-16,,Atlanta,Chicago,Truck,139.91,7464.87,Prepaid,Booked,"Robinson, Bird And Porter",Dallas,Retail,90602,Inactive,Kevin Mcdonald,Miami,2022-08-17,78634.0,Richard Hughes
BK004679,CUST3174,EMP1022,PR2004,2025-08-25,,Seattle,Chicago,Container,8274.22,8748.53,Prepaid,In Transit,"Shepard, Wilson And Ayers",Denver,Retail,10058,Inactive,David Davis,Boston,2021-06-25,75092.0,Chad Henry
BK004680,CUST3177,EMP1056,PR2039,2026-02-24,2026-03-02,Dallas,Seattle,Van,9338.63,16483.44,Credit,Delivered,Gardner Inc,Dallas,Healthcare,72812,Inactive,William Richardson,Phoenix,2026-03-07,112382.0,Shelly Rodriguez
BK004682,CUST3046,EMP1062,PR2041,2025-09-19,,Houston,Seattle,Trailer,6898.54,9774.3,Credit,In Transit,Shelton Inc,New York,Retail,32041,Active,Erica Bailey,San Francisco,2025-07-11,78210.0,Daniel Cannon
BK004683,CUST3087,EMP1081,PR2042,2025-11-20,,New York,Phoenix,Mini Truck,2047.71,12448.37,Prepaid,Booked,Lozano Plc,Chicago,Retail,11024,Inactive,Ariana Kelly,Houston,2022-06-23,88397.0,Sarah Welch
BK004684,CUST3254,EMP1002,PR2031,2025-06-22,,Seattle,Boston,Trailer,4743.39,6881.24,COD,In Transit,"Miller, Conway And Best",Houston,Healthcare,79332,Active,Stanley Allen,Denver,2023-04-04,70481.0,Nicholas Peters
BK004685,CUST3062,EMP1023,PR2033,2025-08-08,,Denver,San Francisco,Van,6888.87,2896.61,Prepaid,Pending,"Guerrero, Wood And Harvey",Denver,E-commerce,77254,Inactive,Kathleen Moreno,San Francisco,2025-08-11,44357.0,Amber Garner
BK004686,CUST3233,EMP1083,PR2044,2026-03-08,2026-03-17,Los Angeles,Seattle,Trailer,6288.96,13364.64,Prepaid,Delivered,Lopez-Wong,Houston,Retail,50829,Active,Christopher Kelly,Houston,2022-03-20,73681.0,Elizabeth Murphy
BK004687,CUST3147,EMP1007,PR2038,2025-08-09,2025-08-16,Houston,Chicago,,9086.81,17098.3,Prepaid,Delivered,Santiago Plc,Boston,Retail,59920,Inactive,Kevin Moore,Chicago,2023-09-06,50873.0,Frank Carpenter
BK004688,CUST3218,EMP1092,PR2045,2025-05-27,,Houston,Miami,Trailer,4161.77,7055.97,Prepaid,In Transit,Best-Perez,Houston,Retail,56661,Inactive,Melissa Vincent,San Francisco,2022-12-24,54832.0,Ryan Valdez
BK004689,CUST3248,EMP1047,PR2027,2025-07-18,,Atlanta,Dallas,Trailer,7686.56,7829.95,COD,Pending,Unknown Customer,New York,Manufacturing,84406,Inactive,Michael Sanchez,Boston,2025-07-11,97447.0,Nathan Greene
BK004690,CUST3251,EMP1030,PR2045,2025-07-07,,Seattle,New York,Van,5457.05,10038.43,Prepaid,Booked,Ingram-Hill,Seattle,Healthcare,13393,Inactive,David Wells,Seattle,2025-10-14,109008.0,Austin Collins
BK004691,CUST3256,EMP1099,PR2020,2026-01-01,,Houston,New York,,4362.86,9551.16,Credit,Pending,"White, Evans And Davis",Miami,Healthcare,79493,Active,Timothy Aguirre,New York,2024-03-30,106161.0,George Robertson
BK004692,CUST3046,EMP1065,PR2013,2026-03-11,,Dallas,New York,Truck,3267.34,17328.37,Credit,Cancelled,Shelton Inc,New York,Retail,32041,Active,Bianca Mcconnell,Miami,2022-04-28,98412.0,Michelle Smith
BK004693,CUST3136,EMP1041,PR2020,2025-11-26,,New York,Seattle,Truck,6599.6,15505.24,COD,In Transit,"Bradley, King And Smith",Chicago,Healthcare,76271,Active,Andrew Nichols,Chicago,2022-08-03,97243.0,Gregory Wong
BK004694,CUST3018,EMP1052,PR2050,2026-03-19,,New York,Dallas,Van,4646.32,13218.3,COD,Cancelled,Powers And Sons,Dallas,E-commerce,18171,Active,Jeffrey Brown,Atlanta,2025-09-20,72051.0,Erin Todd
BK004695,CUST3281,EMP1053,PR2016,2026-03-26,,New York,Miami,Container,460.25,15912.43,Prepaid,Booked,Hubbard-Clements,San Francisco,Retail,70116,Active,Amanda Lewis,Phoenix,2022-03-17,89285.0,Kevin Long
BK004696,CUST3285,EMP1061,PR2028,2025-09-24,,Houston,Phoenix,Truck,1572.42,8670.39,Prepaid,Pending,Martinez Llc,Los Angeles,Healthcare,81828,Inactive,Allison Salazar,Miami,2022-02-12,117086.0,Kimberly Farley
BK004697,CUST3244,EMP1058,PR2012,2026-04-04,,Boston,Phoenix,Trailer,8520.8,7292.23,Prepaid,Pending,"Hayden, Kelly And French",Houston,Manufacturing,60214,Inactive,Allen Montes,Boston,2025-02-19,98387.0,Kenneth Hamilton
BK004698,CUST3053,EMP1012,PR2029,2025-09-05,2025-09-07,Seattle,Miami,Trailer,8759.59,14099.89,Credit,Delivered,Miller-Burgess,San Francisco,Manufacturing,11941,Active,Julia Tyler,Dallas,2023-02-03,90553.0,Adam Osborn
BK004699,CUST3152,EMP1007,PR2017,2025-06-26,,Miami,Boston,Trailer,1517.19,16901.96,Prepaid,Cancelled,Nelson-Ferguson,Miami,Retail,49638,Active,Kevin Moore,Chicago,2023-09-06,50873.0,Frank Carpenter
BK004700,CUST3128,EMP1089,PR2029,2026-03-16,2026-03-25,Los Angeles,Chicago,Trailer,8993.77,2425.3,Credit,Delivered,White-Jackson,Houston,Retail,89580,Inactive,Patricia Velez,Chicago,2024-07-28,41957.0,Yvonne Valentine
BK004701,CUST3064,EMP1019,PR2027,2026-04-10,,Atlanta,Chicago,Container,7803.96,10240.73,Credit,Pending,Rogers-Welch,Denver,E-commerce,54254,Inactive,Luis Rodriguez,Miami,2025-07-14,117169.0,Barbara Lee
BK004702,CUST3253,EMP1076,PR2006,2025-12-07,,San Francisco,Phoenix,Mini Truck,8775.48,5217.24,Prepaid,In Transit,Bush-Wade,San Francisco,Healthcare,92733,Inactive,Amanda Cruz,Chicago,2023-04-06,54063.0,Tanya Hernandez
BK004703,CUST3217,EMP1039,PR2010,2025-05-29,2025-06-08,Boston,Denver,Van,7167.35,13511.26,Prepaid,Delivered,Lee Llc,Boston,E-commerce,95615,Active,Jillian Pearson,Phoenix,2023-09-07,5000.0,Nancy Moore
BK004704,CUST3195,EMP1017,PR2049,2025-10-27,,Houston,Miami,Truck,858.69,6496.51,COD,Cancelled,Brown-Reyes,San Francisco,Manufacturing,75782,Inactive,Luis Reeves,Boston,2021-11-25,115775.0,Sara Green
BK004705,CUST3074,EMP1070,PR2044,2025-05-18,,Boston,Atlanta,Mini Truck,8131.17,1086.35,Prepaid,Pending,"Hanna, Jones And Sloan",Boston,Manufacturing,74447,Active,Molly Solis,Phoenix,2023-04-02,5000.0,Meghan Arnold
BK004706,CUST3110,EMP1014,PR2007,2025-07-24,,Chicago,Boston,Truck,8917.12,19786.42,Prepaid,Cancelled,Reyes And Sons,Boston,Healthcare,29295,Inactive,Kayla Ali,San Francisco,2025-05-04,100242.0,Brian Porter
BK004707,CUST3115,EMP1024,PR2008,2025-05-30,,Denver,Seattle,Truck,6175.17,18099.53,COD,,"Walker, Jones And Zamora",Boston,E-commerce,21258,Inactive,Philip Hughes,Dallas,2025-07-16,91039.0,James Contreras
BK004708,CUST3029,EMP1041,PR2014,2026-01-22,,Los Angeles,Atlanta,,4457.5,16679.53,Prepaid,Booked,Hughes-Watts,Seattle,Healthcare,94955,Active,Andrew Nichols,Chicago,2022-08-03,97243.0,Gregory Wong
BK004709,CUST3097,EMP1064,PR2005,2025-11-15,,Miami,New York,Mini Truck,6741.6,4992.81,COD,Cancelled,"Randall, Jackson And Skinner",San Francisco,Healthcare,29339,Active,Jason Miles,Phoenix,2024-07-21,67510.0,Tammy Dixon
BK004710,CUST3016,EMP1081,PR2009,2025-08-10,,Seattle,Denver,Mini Truck,8010.09,3730.82,COD,,Unknown Customer,Denver,Healthcare,22763,Active,Ariana Kelly,Houston,2022-06-23,88397.0,Sarah Welch
BK004712,CUST3295,EMP1045,PR2014,2025-08-20,,New York,Houston,Mini Truck,296.34,6383.02,Prepaid,Pending,Key-Sweeney,San Francisco,E-commerce,59217,Inactive,Dean Wilkins,Houston,2024-11-10,49093.0,Ashley Henry
BK004713,CUST3210,EMP1067,PR2033,2026-01-17,2026-01-19,Denver,Chicago,,3067.16,18055.96,Credit,Delivered,Dean Plc,Seattle,E-commerce,69472,Inactive,Annette Rodriguez,Houston,2021-06-21,97100.0,Dawn Perry
BK004714,CUST3071,EMP1037,PR2024,2026-04-13,,Boston,Houston,Trailer,6226.13,10038.43,Credit,Cancelled,"Jenkins, Moore And Woodard",Phoenix,E-commerce,31967,Inactive,Duane Reynolds,New York,2023-01-19,58495.0,Christian Estrada
BK004715,CUST3157,EMP1031,PR2046,2025-06-03,,Denver,San Francisco,Trailer,8863.53,655.69,Prepaid,Pending,"Robinson, Bird And Porter",Dallas,Retail,90602,Inactive,Toni Lowe,Denver,2025-10-29,93839.0,Karen Guzman
BK004716,CUST3170,EMP1009,PR2030,2025-12-26,,Seattle,Boston,Mini Truck,7910.53,16437.57,Prepaid,In Transit,Adams And Sons,Chicago,Retail,16572,Active,Casey Yang,Seattle,2022-06-05,81005.0,Autumn Christensen
BK004717,CUST3274,EMP1010,PR2028,2026-02-12,,Denver,Los Angeles,Trailer,1480.67,18929.08,Prepaid,Booked,Bryant And Sons,San Francisco,Retail,86828,Inactive,Rita Barrett,Denver,2024-07-14,43052.0,Trevor Vega
BK004718,CUST3093,EMP1018,PR2021,2026-03-30,,New York,Dallas,Truck,2605.07,1900.22,Credit,Pending,"Robinson, Patel And Snyder",Seattle,Healthcare,42338,Active,Angela Freeman,Chicago,2026-02-25,102702.0,David Coffey
BK004719,CUST3092,EMP1037,PR2037,2026-03-22,,New York,,Trailer,5331.69,5438.7,COD,Cancelled,Joyce-Glenn,San Francisco,Manufacturing,98024,Inactive,Duane Reynolds,New York,2023-01-19,58495.0,Christian Estrada
BK004720,CUST3097,EMP1066,PR2014,2025-06-21,,Atlanta,Phoenix,Truck,418.93,4881.2,Credit,In Transit,"Randall, Jackson And Skinner",San Francisco,Healthcare,29339,Active,Kevin Mcdonald,Miami,2022-08-17,78634.0,Richard Hughes
BK004721,CUST3106,EMP1009,PR2004,2025-06-29,,Dallas,Phoenix,Van,6511.1,3450.91,Credit,In Transit,"Obrien, Savage And Williams",Seattle,Retail,22035,Inactive,Casey Yang,Seattle,2022-06-05,81005.0,Autumn Christensen
BK004722,CUST3132,EMP1045,PR2043,2025-10-04,,Chicago,San Francisco,Mini Truck,8971.86,14783.12,Prepaid,Cancelled,"White, Bean And Schultz",Boston,Manufacturing,19492,Active,Dean Wilkins,Houston,2024-11-10,49093.0,Ashley Henry
BK004723,CUST3118,EMP1066,PR2014,2025-08-27,,Denver,New York,Container,2668.91,10675.45,Credit,In Transit,"Conner, Vargas And Peters",Dallas,Retail,14887,Active,Kevin Mcdonald,Miami,2022-08-17,78634.0,Richard Hughes
BK004724,CUST3161,EMP1049,PR2044,2025-12-08,2025-12-21,Miami,Seattle,Trailer,7079.94,10038.43,COD,Delivered,"Faulkner, Fisher And Simpson",Miami,Healthcare,26716,Inactive,John Allison,Miami,2024-08-23,5000.0,Bethany Nelson
BK004725,CUST3034,EMP1092,PR2017,2025-08-31,,San Francisco,Dallas,Trailer,8994.91,16564.89,COD,In Transit,Lopez-Curry,Seattle,Manufacturing,58194,Inactive,Melissa Vincent,San Francisco,2022-12-24,54832.0,Ryan Valdez
BK004726,CUST3245,EMP1005,PR2038,2025-12-31,,Chicago,San Francisco,Truck,2535.36,5957.89,Credit,Cancelled,Martinez-Moore,Los Angeles,Healthcare,52175,Active,Kevin Duncan,New York,2024-06-06,85816.0,Jonathan Romero PhD
BK004727,CUST3064,EMP1012,PR2005,2025-09-07,,Dallas,Seattle,Trailer,4275.71,19792.99,COD,In Transit,Rogers-Welch,Denver,E-commerce,54254,Inactive,Julia Tyler,Dallas,2023-02-03,90553.0,Adam Osborn
BK004728,CUST3073,EMP1023,PR2029,2026-04-24,,New York,Boston,Container,216.76,19950.08,Prepaid,In Transit,Hardin-Irwin,Phoenix,Healthcare,75234,Inactive,Kathleen Moreno,San Francisco,2025-08-11,44357.0,Amber Garner
BK004729,CUST3105,EMP1069,PR2040,2026-04-08,,San Francisco,Atlanta,Trailer,3998.38,10038.43,Prepaid,Pending,Byrd-Rice,Denver,Manufacturing,66270,Inactive,Sarah Frey,Dallas,2022-08-17,103259.0,Jennifer Yoder
BK004730,CUST3013,EMP1064,PR2027,2025-05-06,,Denver,Dallas,Truck,1448.59,9375.34,Credit,Booked,Martin-Shaffer,Phoenix,Retail,97601,Active,Jason Miles,Phoenix,2024-07-21,67510.0,Tammy Dixon
BK004731,CUST3121,EMP1034,PR2050,2026-02-06,2026-02-09,San Francisco,Atlanta,Truck,9831.06,7643.63,Prepaid,Delivered,Alvarez And Sons,Boston,Retail,90058,Active,Paul Leblanc,Dallas,2023-02-09,47770.0,Megan Rodriguez
BK004732,CUST3229,EMP1096,PR2028,2025-09-01,,Phoenix,Dallas,Van,4137.87,13250.45,Credit,Cancelled,Unknown Customer,San Francisco,Retail,24288,Inactive,Wanda Jones,New York,2022-03-08,102018.0,Mary Gaines
BK004733,CUST3140,EMP1088,PR2017,2025-08-06,,New York,Miami,Trailer,1867.12,9791.81,COD,Booked,Williams And Sons,San Francisco,Retail,85994,Inactive,Rachel Grant,Phoenix,2026-04-02,81717.5,Leah Walker
BK004734,CUST3091,EMP1038,PR2042,2025-06-05,,Seattle,Miami,Trailer,5739.9,4436.62,Prepaid,Pending,"Stevenson, Mendez And Bishop",Denver,Retail,79817,Active,Terri Massey,Boston,2022-03-13,90721.0,Joseph Gregory
BK004735,CUST3072,EMP1068,PR2005,2025-10-28,,Miami,San Francisco,Mini Truck,522.99,10038.43,Credit,In Transit,Brown Inc,Seattle,Retail,20761,Active,Anne Smith,Denver,2024-07-26,113026.0,Joshua Hawkins
BK004736,CUST3029,EMP1030,PR2011,2025-08-30,,San Francisco,Dallas,Van,5044.2,19923.83,COD,In Transit,Hughes-Watts,Seattle,Healthcare,94955,Active,David Wells,Seattle,2025-10-14,109008.0,Austin Collins
BK004737,CUST3050,EMP1082,PR2049,2026-01-16,2026-01-17,Denver,Seattle,Container,6978.95,19131.47,COD,Delivered,"Hall, Mullen And Shaffer",Atlanta,Manufacturing,70799,Active,Stephen Zamora,Los Angeles,2023-02-27,64228.0,Matthew Newman
BK004738,CUST3068,EMP1024,PR2044,2026-04-08,,Houston,San Francisco,,4456.27,11321.05,Prepaid,In Transit,Williams-Johnson,Denver,Retail,87703,Active,Philip Hughes,Dallas,2025-07-16,91039.0,James Contreras
BK004739,CUST3162,EMP1041,PR2045,2025-10-13,,Houston,Seattle,Mini Truck,5325.76,4576.96,Credit,Cancelled,Hart Ltd,Houston,Manufacturing,11604,Inactive,Andrew Nichols,Chicago,2022-08-03,97243.0,Gregory Wong
BK004740,CUST3160,EMP1043,PR2003,2025-06-27,,Chicago,Miami,,9114.27,7808.77,Prepaid,Pending,Butler-Lopez,Chicago,Healthcare,99205,Active,William Moreno,Dallas,2021-08-08,53930.0,Michael Dean
BK004741,CUST3120,EMP1017,PR2011,2025-09-29,,Chicago,Phoenix,Trailer,1316.32,13364.85,Prepaid,,"Gaines, Wagner And Patel",Chicago,Manufacturing,58737,Active,Luis Reeves,Boston,2021-11-25,115775.0,Sara Green
BK004742,CUST3008,EMP1071,PR2047,2025-06-29,,Chicago,Boston,,7646.35,10731.94,Credit,Cancelled,"Mullen, Dixon And Gray",Houston,Retail,98690,Active,Elizabeth Hicks,Miami,2024-02-09,59831.0,Sarah Wright
BK004743,CUST3295,EMP1089,PR2012,2025-11-14,,Houston,Miami,,4782.61,5046.94,Credit,Booked,Key-Sweeney,San Francisco,E-commerce,59217,Inactive,Patricia Velez,Chicago,2024-07-28,41957.0,Yvonne Valentine
BK004744,CUST3123,EMP1059,PR2013,2025-08-09,,Chicago,New York,Trailer,6970.72,10268.49,Credit,Booked,"Lee, Richardson And Jensen",Denver,Manufacturing,86663,Active,Mathew Osborne,Seattle,2021-05-27,78045.0,Michael Graham DDS
BK004745,CUST3003,EMP1058,PR2015,2025-12-12,,Boston,Miami,Mini Truck,5337.79,13105.83,Prepaid,Pending,Farrell Ltd,Atlanta,E-commerce,11834,Inactive,Allen Montes,Boston,2025-02-19,98387.0,Kenneth Hamilton
BK004746,CUST3136,EMP1041,PR2004,2026-03-18,,Houston,Seattle,Van,8153.76,9215.05,Prepaid,Pending,"Bradley, King And Smith",Chicago,Healthcare,76271,Active,Andrew Nichols,Chicago,2022-08-03,97243.0,Gregory Wong
BK004747,CUST3072,EMP1004,PR2042,2025-09-09,,New York,Phoenix,Truck,3368.16,653.55,COD,Cancelled,Brown Inc,Seattle,Retail,20761,Active,Selena Cameron,Seattle,2025-02-07,87324.0,Kelsey Olson
BK004748,CUST3004,EMP1098,PR2005,2025-05-11,,Seattle,Denver,Mini Truck,928.1,841.01,COD,In Transit,Unknown Customer,New York,E-commerce,82552,Active,John Ortiz,Chicago,2026-01-30,117524.0,Gail Reyes
BK004749,CUST3131,EMP1037,PR2040,2026-03-09,,Seattle,Chicago,Mini Truck,3557.05,8494.07,Prepaid,Pending,Ellis And Sons,Seattle,Manufacturing,31882,Inactive,Duane Reynolds,New York,2023-01-19,58495.0,Christian Estrada
BK004750,CUST3116,EMP1060,PR2010,2025-12-02,,Phoenix,Miami,Truck,9430.58,10227.62,Prepaid,Pending,Foster-Crane,Denver,Healthcare,83799,Inactive,Lisa Jackson,Miami,2024-01-07,47399.0,Brenda Smith
BK004751,CUST3206,EMP1030,PR2005,2025-09-27,,San Francisco,Dallas,Trailer,7320.97,5516.45,Prepaid,Cancelled,"Collins, Burke And Baxter",Atlanta,Retail,22504,Active,David Wells,Seattle,2025-10-14,109008.0,Austin Collins
BK004752,CUST3249,EMP1085,PR2038,2025-11-28,,Miami,Phoenix,Mini Truck,2572.29,3137.83,COD,Pending,Green-Baker,New York,E-commerce,49227,Active,Edward Schultz,Houston,2024-09-30,70583.0,Nicole Perez
BK004753,CUST3144,EMP1059,PR2038,2026-01-27,,Boston,Denver,Truck,8542.67,4102.83,Prepaid,Pending,Wells-Morales,Dallas,Retail,84988,Active,Mathew Osborne,Seattle,2021-05-27,78045.0,Michael Graham DDS
BK004754,CUST3163,EMP1032,PR2036,2025-10-15,,Atlanta,Houston,Truck,1308.87,16306.54,Credit,In Transit,Lee-Smith,Atlanta,Manufacturing,32309,Active,Phillip Mcguire,Houston,2025-05-23,70707.0,Travis Smith
BK004755,CUST3167,EMP1040,PR2002,2025-08-03,,Seattle,Los Angeles,Truck,4255.23,2458.2,Prepaid,Cancelled,Unknown Customer,Denver,Manufacturing,70453,Inactive,Cheryl Green,Boston,2023-10-14,63549.0,Miguel Jarvis
BK004756,CUST3299,EMP1066,PR2018,2025-10-11,,Los Angeles,Phoenix,Trailer,8933.49,13791.13,Credit,Cancelled,"Rios, Hernandez And Bray",Denver,E-commerce,79757,Active,Kevin Mcdonald,Miami,2022-08-17,78634.0,Richard Hughes
BK004757,CUST3161,EMP1030,PR2050,2025-11-24,,Atlanta,Denver,Trailer,2859.33,6364.81,Credit,Cancelled,"Faulkner, Fisher And Simpson",Miami,Healthcare,26716,Inactive,David Wells,Seattle,2025-10-14,109008.0,Austin Collins
BK004758,CUST3047,EMP1100,PR2019,2026-02-11,2026-02-21,Houston,Los Angeles,Mini Truck,5691.85,16172.68,Prepaid,Delivered,Gates And Sons,Seattle,Manufacturing,35729,Inactive,Sherry Smith,Boston,2023-01-02,84629.0,Randy Schneider
BK004759,CUST3190,EMP1057,PR2028,2026-03-21,,Houston,Boston,Trailer,6018.68,1356.83,Prepaid,Pending,"Patel, Mitchell And Price",Denver,Retail,17082,Inactive,Vicki Marquez,Dallas,2022-12-02,105130.0,Rebecca Burns
BK004760,CUST3082,EMP1092,PR2038,2025-05-08,,Los Angeles,Houston,Truck,110.91,7061.14,Prepaid,Pending,Hall Group,San Francisco,E-commerce,28231,Inactive,Melissa Vincent,San Francisco,2022-12-24,54832.0,Ryan Valdez
BK004761,CUST3066,EMP1055,PR2028,2025-12-14,,Houston,,Mini Truck,6239.89,2241.78,Prepaid,Cancelled,"Ross, Flores And Wilson",New York,Healthcare,92781,Inactive,Ruben Clark,San Francisco,2026-02-04,108196.0,Jason Scott
BK004762,CUST3135,EMP1064,PR2007,2026-03-27,,Chicago,Seattle,Mini Truck,5598.48,9526.82,Prepaid,Pending,Wells-Brown,Miami,Retail,62650,Inactive,Jason Miles,Phoenix,2024-07-21,67510.0,Tammy Dixon
BK004763,CUST3187,EMP1100,PR2029,2025-08-28,,Denver,Seattle,Van,4996.8,3868.62,Prepaid,Cancelled,Bruce-Brown,Atlanta,Manufacturing,22924,Inactive,Sherry Smith,Boston,2023-01-02,84629.0,Randy Schneider
BK004764,CUST3164,EMP1016,PR2023,2025-05-06,,Chicago,New York,Trailer,415.67,8062.04,Credit,In Transit,Sharp-Smith,Houston,Healthcare,84842,Inactive,Gabriela Hayes,Los Angeles,2025-12-03,55316.0,Kevin Jackson
BK004765,CUST3013,EMP1043,PR2015,2025-08-15,2025-08-22,Boston,Miami,Van,597.08,3748.34,Prepaid,Delivered,Martin-Shaffer,Phoenix,Retail,97601,Active,William Moreno,Dallas,2021-08-08,53930.0,Michael Dean
BK004766,CUST3188,EMP1009,PR2038,2026-02-07,,Dallas,Atlanta,Mini Truck,1472.8,12027.18,Prepaid,Pending,Bryan And Sons,Dallas,Healthcare,33433,Active,Casey Yang,Seattle,2022-06-05,81005.0,Autumn Christensen
BK004767,CUST3062,EMP1059,PR2028,2025-12-31,,Denver,Houston,Van,8187.98,2900.86,Credit,Pending,"Guerrero, Wood And Harvey",Denver,E-commerce,77254,Inactive,Mathew Osborne,Seattle,2021-05-27,78045.0,Michael Graham DDS
BK004768,CUST3119,EMP1080,PR2013,2025-10-01,,San Francisco,New York,Trailer,9405.49,3876.03,COD,Booked,"Mills, Duke And Flores",New York,Retail,66632,Inactive,William Juarez,New York,2024-08-14,81717.5,Jacob Perry
BK004769,CUST3288,EMP1081,PR2050,2025-10-19,,Denver,Los Angeles,Van,9566.33,3988.61,Credit,Booked,"Young, Barnes And Owens",Chicago,Healthcare,93681,Inactive,Ariana Kelly,Houston,2022-06-23,88397.0,Sarah Welch
BK004770,CUST3222,EMP1014,PR2005,2025-07-20,,Los Angeles,Seattle,Truck,7547.12,19417.31,Credit,Booked,Stone-Jones,Miami,Healthcare,10893,Inactive,Kayla Ali,San Francisco,2025-05-04,100242.0,Brian Porter
BK004771,CUST3244,EMP1030,PR2006,2025-05-25,,Dallas,New York,Trailer,5098.0,10259.63,COD,Booked,"Hayden, Kelly And French",Houston,Manufacturing,60214,Inactive,David Wells,Seattle,2025-10-14,109008.0,Austin Collins
BK004772,CUST3257,EMP1027,PR2029,2026-04-01,,Boston,Atlanta,Mini Truck,5336.73,13845.78,Credit,Pending,Finley Plc,Miami,Healthcare,10559,Inactive,Christian Hardy,Miami,2025-11-01,53502.0,Sheila Turner
BK004773,CUST3079,EMP1077,PR2011,2025-12-29,2026-01-06,Los Angeles,New York,Container,7446.51,18768.74,Prepaid,Delivered,Baker-Davis,Chicago,Retail,26584,Inactive,Johnny Miller,San Francisco,2025-03-31,68612.0,Rebecca Wiley
BK004774,CUST3249,EMP1083,PR2028,2025-11-14,,Denver,San Francisco,Container,3143.47,12622.88,Prepaid,In Transit,Green-Baker,New York,E-commerce,49227,Active,Christopher Kelly,Houston,2022-03-20,73681.0,Elizabeth Murphy
BK004775,CUST3145,EMP1098,PR2024,2025-06-06,,San Francisco,Dallas,Trailer,4818.09,18617.56,COD,In Transit,"Hensley, Peterson And Mejia",Houston,Manufacturing,52102,Inactive,John Ortiz,Chicago,2026-01-30,117524.0,Gail Reyes
BK004776,CUST3239,EMP1079,PR2031,2026-03-24,2026-03-25,Boston,Atlanta,Container,2002.43,1314.84,Credit,Delivered,Torres-James,Miami,Healthcare,44679,Active,Diamond Dillon,San Francisco,2023-02-15,106649.0,Sarah Rosales
BK004777,CUST3077,EMP1038,PR2002,2025-07-11,,San Francisco,Phoenix,Truck,3774.35,14368.08,COD,,"Stewart, Frost And Murray",Los Angeles,E-commerce,71299,Inactive,Terri Massey,Boston,2022-03-13,90721.0,Joseph Gregory
BK004778,CUST3192,EMP1085,PR2014,2026-02-22,,Seattle,Atlanta,Van,2777.81,9411.05,Prepaid,Cancelled,Moreno Group,Houston,E-commerce,33887,Active,Edward Schultz,Houston,2024-09-30,70583.0,Nicole Perez
BK004779,CUST3011,EMP1058,PR2040,2025-06-14,,San Francisco,Houston,Mini Truck,5306.63,683.21,COD,,"Ford, Williamson And Simpson",San Francisco,Manufacturing,31677,Inactive,Allen Montes,Boston,2025-02-19,98387.0,Kenneth Hamilton
BK004780,CUST3161,EMP1058,PR2034,2026-03-10,,Seattle,Boston,Van,5372.66,15619.02,COD,Booked,"Faulkner, Fisher And Simpson",Miami,Healthcare,26716,Inactive,Allen Montes,Boston,2025-02-19,98387.0,Kenneth Hamilton
BK004781,CUST3163,EMP1088,PR2031,2025-06-21,,Los Angeles,Miami,Mini Truck,9686.53,5435.8,Prepaid,Booked,Lee-Smith,Atlanta,Manufacturing,32309,Active,Rachel Grant,Phoenix,2026-04-02,81717.5,Leah Walker
BK004782,CUST3031,EMP1067,PR2039,2026-04-27,,New York,San Francisco,Truck,2165.22,7308.86,Prepaid,Pending,Griffin Plc,Dallas,E-commerce,70879,Active,Annette Rodriguez,Houston,2021-06-21,97100.0,Dawn Perry
BK004783,CUST3235,EMP1024,PR2023,2026-03-28,2026-04-07,Dallas,Chicago,Trailer,2785.39,18345.12,Prepaid,Delivered,Campbell-Robinson,Dallas,Manufacturing,36195,Inactive,Philip Hughes,Dallas,2025-07-16,91039.0,James Contreras
